season,game_id,home_team,away_team,home_score,away_score,home_win,home_field_goal_pct,away_field_goal_pct,home_three_pct,away_three_pct,total_shots
2022,2022_ATL_BOS,ATL,BOS,42,64,False,0.1935483870967742,0.3181818181818182,0.14285714285714285,0.24242424242424243,181
2022,2022_ATL_BOS,ATL,BOS,22,57,False,0.11235955056179775,0.26595744680851063,0.06666666666666667,0.22580645161290322,183
2022,2022_ATL_BKN,ATL,BKN,59,42,True,0.2647058823529412,0.2247191011235955,0.15625,0.1,191
2022,2022_ATL_BKN,ATL,BKN,59,44,True,0.24761904761904763,0.2,0.1891891891891892,0.27586206896551724,195
2022,2022_ATL_CHA,ATL,CHA,53,48,True,0.23,0.20430107526881722,0.175,0.2857142857142857,193
2022,2022_ATL_CHA,ATL,CHA,33,46,False,0.16470588235294117,0.23170731707317074,0.17857142857142858,0.2857142857142857,167
2022,2022_ATL_CHI,ATL,CHI,45,52,False,0.19791666666666666,0.2619047619047619,0.2,0.25806451612903225,180
2022,2022_ATL_CHI,ATL,CHI,58,20,True,0.2549019607843137,0.1111111111111111,0.15,0.05263157894736842,183
2022,2022_ATL_CLE,ATL,CLE,59,54,True,0.24242424242424243,0.25510204081632654,0.275,0.11428571428571428,197
2022,2022_ATL_CLE,ATL,CLE,46,53,False,0.2222222222222222,0.2717391304347826,0.08333333333333333,0.125,191
2022,2022_ATL_DAL,ATL,DAL,50,61,False,0.2558139534883721,0.2755102040816326,0.20689655172413793,0.1891891891891892,184
2022,2022_ATL_DAL,ATL,DAL,67,29,True,0.25688073394495414,0.17105263157894737,0.2558139534883721,0.10714285714285714,185
2022,2022_ATL_DEN,ATL,DEN,53,47,True,0.23232323232323232,0.21649484536082475,0.19444444444444445,0.16129032258064516,196
2022,2022_ATL_DEN,ATL,DEN,66,48,True,0.3157894736842105,0.25,0.1935483870967742,0.2222222222222222,179
2022,2022_ATL_DET,ATL,DET,48,39,True,0.25287356321839083,0.2191780821917808,0.13333333333333333,0.22580645161290322,160
2022,2022_ATL_DET,ATL,DET,35,33,True,0.1595744680851064,0.16279069767441862,0.18518518518518517,0.14705882352941177,180
2022,2022_ATL_GSW,ATL,GSW,44,50,False,0.24675324675324675,0.26136363636363635,0.18181818181818182,0.11428571428571428,165
2022,2022_ATL_GSW,ATL,GSW,64,58,True,0.3103448275862069,0.3058823529411765,0.3225806451612903,0.2,172
2022,2022_ATL_HOU,ATL,HOU,58,35,True,0.2549019607843137,0.18181818181818182,0.15789473684210525,0.11538461538461539,190
2022,2022_ATL_HOU,ATL,HOU,38,50,False,0.16666666666666666,0.23655913978494625,0.17647058823529413,0.17142857142857143,189
2022,2022_ATL_IND,ATL,IND,46,54,False,0.22093023255813954,0.2727272727272727,0.26666666666666666,0.2222222222222222,174
2022,2022_ATL_IND,ATL,IND,39,44,False,0.19767441860465115,0.22988505747126436,0.17857142857142858,0.11764705882352941,173
2022,2022_ATL_LAC,ATL,LAC,50,35,True,0.21782178217821782,0.21052631578947367,0.14285714285714285,0.12,177
2022,2022_ATL_LAC,ATL,LAC,48,51,False,0.20192307692307693,0.25301204819277107,0.17142857142857143,0.32142857142857145,187
2022,2022_ATL_LAL,ATL,LAL,25,29,False,0.13636363636363635,0.13793103448275862,0.027777777777777776,0.16666666666666666,175
