season,game_id,home_team,away_team,home_score,away_score,home_win,home_field_goal_pct,away_field_goal_pct,home_three_pct,away_three_pct,total_shots
2024,2024_ATL_BOS,ATL,BOS,51,55,False,0.205607476635514,0.27906976744186046,0.18421052631578946,0.21212121212121213,193
2024,2024_ATL_BOS,ATL,BOS,59,56,True,0.22727272727272727,0.2727272727272727,0.21428571428571427,0.26666666666666666,198
2024,2024_ATL_BKN,ATL,BKN,59,41,True,0.25,0.2,0.20588235294117646,0.11538461538461539,199
2024,2024_ATL_BKN,ATL,BKN,40,40,False,0.20652173913043478,0.18681318681318682,0.06060606060606061,0.23076923076923078,183
2024,2024_ATL_CHA,ATL,CHA,43,47,False,0.21505376344086022,0.2345679012345679,0.0967741935483871,0.2647058823529412,174
2024,2024_ATL_CHA,ATL,CHA,51,29,True,0.2222222222222222,0.14772727272727273,0.2,0.10344827586206896,187
2024,2024_ATL_CHI,ATL,CHI,52,58,False,0.22448979591836735,0.23,0.20512820512820512,0.27906976744186046,198
2024,2024_ATL_CHI,ATL,CHI,70,30,True,0.28703703703703703,0.15730337078651685,0.20512820512820512,0.0625,197
2024,2024_ATL_CLE,ATL,CLE,53,36,True,0.23711340206185566,0.22535211267605634,0.19444444444444445,0.2857142857142857,168
2024,2024_ATL_CLE,ATL,CLE,46,50,False,0.23076923076923078,0.24175824175824176,0.12903225806451613,0.2,182
2024,2024_ATL_DAL,ATL,DAL,60,38,True,0.29069767441860467,0.1839080459770115,0.38461538461538464,0.16216216216216217,173
2024,2024_ATL_DAL,ATL,DAL,45,40,True,0.21052631578947367,0.2465753424657534,0.14285714285714285,0.15384615384615385,168
2024,2024_ATL_DEN,ATL,DEN,37,43,False,0.1978021978021978,0.2535211267605634,0.029411764705882353,0.28,162
2024,2024_ATL_DEN,ATL,DEN,39,69,False,0.18556701030927836,0.28431372549019607,0.08333333333333333,0.275,199
2024,2024_ATL_DET,ATL,DET,56,20,True,0.24489795918367346,0.140625,0.25806451612903225,0.08,162
2024,2024_ATL_DET,ATL,DET,42,38,True,0.22093023255813954,0.19767441860465115,0.14814814814814814,0.13793103448275862,172
2024,2024_ATL_GSW,ATL,GSW,43,61,False,0.2247191011235955,0.2903225806451613,0.125,0.28,182
2024,2024_ATL_GSW,ATL,GSW,54,54,False,0.3125,0.3048780487804878,0.16666666666666666,0.15384615384615385,162
2024,2024_ATL_HOU,ATL,HOU,47,32,True,0.2,0.15384615384615385,0.13157894736842105,0.11764705882352941,196
2024,2024_ATL_HOU,ATL,HOU,54,35,True,0.22641509433962265,0.2191780821917808,0.15,0.1111111111111111,179
2024,2024_ATL_IND,ATL,IND,47,39,True,0.23333333333333334,0.1935483870967742,0.1388888888888889,0.10714285714285714,183
2024,2024_ATL_IND,ATL,IND,31,60,False,0.18309859154929578,0.2765957446808511,0.15625,0.21621621621621623,165
2024,2024_ATL_LAC,ATL,LAC,46,45,True,0.25316455696202533,0.22826086956521738,0.25,0.08823529411764706,171
2024,2024_ATL_LAC,ATL,LAC,57,29,True,0.2549019607843137,0.14130434782608695,0.11627906976744186,0.09090909090909091,194
